Year,Month,Day of Month,Day of Week,Channel,Story #,Topic,Quarter
2002,June,25,Tuesday,ABC,2,12,22
2002,June,25,Tuesday,CBS,1,27,22
2002,June,25,Tuesday,CBS,2,18,22
2002,June,25,Tuesday,NBC,1,19,22
2002,June,25,Tuesday,NBC,2,27,22
2002,June,26,Wednesday,ABC,1,12,22
2002,June,26,Wednesday,ABC,2,34,22
2002,June,26,Wednesday,CBS,1,34,22
2002,June,26,Wednesday,CBS,2,12,22
2002,June,26,Wednesday,NBC,1,34,22
2002,June,26,Wednesday,NBC,2,12,22
2002,June,27,Thursday,ABC,1,6,22
2002,June,27,Thursday,ABC,2,12,22
2002,June,27,Thursday,CBS,1,16,22
2002,June,27,Thursday,CBS,2,12,22
2002,June,27,Thursday,NBC,1,6,22
2002,June,27,Thursday,NBC,2,6,22
2002,June,28,Friday,ABC,1,20,22
2002,June,28,Friday,ABC,2,20,22
2002,June,28,Friday,CBS,1,20,22
2002,June,28,Friday,CBS,2,12,22
2002,June,28,Friday,NBC,1,20,22
2002,June,28,Friday,NBC,2,12,22
2002,July,1,Monday,ABC,1,16,23
2002,July,1,Monday,ABC,2,19,23
2002,July,1,Monday,CBS,1,16,23
2002,July,1,Monday,CBS,2,10,23
2002,July,1,Monday,NBC,1,16,23
2002,July,1,Monday,NBC,2,16,23
2002,July,2,Tuesday,ABC,1,19,23
2002,July,2,Tuesday,ABC,2,10,23
2002,July,2,Tuesday,CBS,1,19,23
2002,July,2,Tuesday,CBS,2,10,23
2002,July,2,Tuesday,NBC,1,19,23
2002,July,2,Tuesday,NBC,2,10,23
2002,July,3,Wednesday,ABC,1,26,23
2002,July,3,Wednesday,ABC,2,26,23
2002,July,3,Wednesday,CBS,1,16,23
2002,July,3,Wednesday,CBS,2,28,23
2002,July,3,Wednesday,NBC,1,16,23
2002,July,3,Wednesday,NBC,2,26,23
2002,July,4,Thursday,ABC,1,12,23
2002,July,4,Thursday,ABC,2,10,23
2002,July,4,Thursday,CBS,1,12,23
2002,July,4,Thursday,CBS,2,16,23
2002,July,4,Thursday,NBC,1,12,23
2002,July,4,Thursday,NBC,2,16,23
2002,July,5,Friday,ABC,1,30,23
2002,July,5,Friday,ABC,2,12,23
2002,July,5,Friday,CBS,1,12,23
2002,July,5,Friday,CBS,2,1,23
2002,July,5,Friday,NBC,1,12,23
2002,July,5,Friday,NBC,2,26,23
2002,July,8,Monday,ABC,1,20,23
2002,July,8,Monday,ABC,2,20,23
2002,July,8,Monday,CBS,1,20,23
2002,July,8,Monday,CBS,2,20,23
2002,July,8,Monday,NBC,1,20,23
2002,July,8,Monday,NBC,2,20,23
2002,July,9,Tuesday,ABC,1,20,23
2002,July,9,Tuesday,ABC,2,20,23
2002,July,9,Tuesday,CBS,1,20,23
2002,July,9,Tuesday,CBS,2,7,23
2002,July,9,Tuesday,NBC,1,15,23
2002,July,9,Tuesday,NBC,2,3,23
2002,July,10,Wednesday,ABC,1,15,23
2002,July,10,Wednesday,ABC,2,12,23
2002,July,10,Wednesday,CBS,1,12,23
2002,July,10,Wednesday,CBS,2,13,23
2002,July,10,Wednesday,NBC,1,15,23
2002,July,10,Wednesday,NBC,2,16,23
2002,July,11,Thursday,ABC,1,1,23
2002,July,11,Thursday,ABC,2,20,23
2002,July,11,Thursday,CBS,1,15,23
2002,July,11,Thursday,CBS,2,8,23
2002,July,11,Thursday,NBC,1,15,23
2002,July,11,Thursday,NBC,2,26,23
2002,July,12,Friday,ABC,1,1,23
2002,July,12,Friday,ABC,2,1,23
2002,July,12,Friday,CBS,1,1,23
2002,July,12,Friday,CBS,2,26,23
2002,July,12,Friday,NBC,1,16,23
2002,July,12,Friday,NBC,2,16,23
2002,July,15,Monday,ABC,1,15,23
2002,July,15,Monday,ABC,2,15,23
2002,July,15,Monday,CBS,1,15,23
2002,July,15,Monday,CBS,2,12,23
2002,July,15,Monday,NBC,1,1,23
2002,July,15,Monday,NBC,2,12,23
2002,July,16,Tuesday,ABC,1,16,23
2002,July,16,Tuesday,ABC,2,1,23
2002,July,16,Tuesday,CBS,1,1,23
2002,July,16,Tuesday,CBS,2,16,23
2002,July,16,Tuesday,NBC,1,1,23
2002,July,16,Tuesday,NBC,2,16,23
2002,July,17,Wednesday,ABC,1,19,23
2002,July,17,Wednesday,ABC,2,16,23
2002,July,17,Wednesday,CBS,1,12,23
2002,July,17,Wednesday,CBS,2,12,23
2002,July,17,Wednesday,NBC,1,19,23
2002,July,17,Wednesday,NBC,2,19,23
2002,July,18,Thursday,ABC,1,12,23
2002,July,18,Thursday,ABC,2,16,23
2002,July,18,Thursday,CBS,1,12,23
2002,July,18,Thursday,CBS,2,10,23
2002,July,18,Thursday,NBC,1,12,23
2002,July,18,Thursday,NBC,2,10,23
2002,July,19,Friday,ABC,1,1,23
2002,July,19,Friday,ABC,2,4,23
2002,July,19,Friday,CBS,1,15,23
2002,July,19,Friday,CBS,2,12,23
2002,July,19,Friday,NBC,1,1,23
2002,July,19,Friday,NBC,2,4,23
2002,July,22,Monday,ABC,1,1,23
2002,July,22,Monday,ABC,2,15,23
2002,July,22,Monday,CBS,1,15,23
2002,July,22,Monday,CBS,2,15,23
2002,July,22,Monday,NBC,1,15,23
2002,July,22,Monday,NBC,2,19,23
2002,July,23,Tuesday,ABC,1,19,23
2002,July,23,Tuesday,ABC,2,12,23
2002,July,23,Tuesday,CBS,1,15,23
2002,July,23,Tuesday,CBS,2,13,23
2002,July,23,Tuesday,NBC,1,19,23
2002,July,23,Tuesday,NBC,2,15,23
2002,July,24,Wednesday,ABC,1,15,23
2002,July,24,Wednesday,ABC,2,20,23
2002,July,24,Wednesday,CBS,1,15,23
2002,July,24,Wednesday,CBS,2,15,23
2002,July,24,Wednesday,NBC,1,15,23
2002,July,24,Wednesday,NBC,2,27,23
2002,July,25,Thursday,ABC,1,16,23
2002,July,25,Thursday,ABC,2,12,23
2002,July,25,Thursday,CBS,1,12,23
2002,July,25,Thursday,CBS,2,5,23
2002,July,25,Thursday,NBC,1,12,23
2002,July,25,Thursday,NBC,2,15,23
2002,July,26,Friday,ABC,1,5,23
2002,July,26,Friday,ABC,2,12,23
2002,July,26,Friday,CBS,1,5,23
2002,July,26,Friday,CBS,2,12,23
2002,July,26,Friday,NBC,1,16,23
2002,July,26,Friday,NBC,2,12,23
2002,July,29,Monday,ABC,1,5,23
2002,July,29,Monday,ABC,2,1,23
2002,July,29,Monday,CBS,1,5,23
2002,July,29,Monday,CBS,2,10,23
2002,July,29,Monday,NBC,1,10,23
2002,July,29,Monday,NBC,2,5,23
2002,July,30,Tuesday,ABC,1,27,23
2002,July,30,Tuesday,ABC,2,10,23
2002,July,30,Tuesday,CBS,1,20,23
2002,July,30,Tuesday,CBS,2,10,23
2002,July,30,Tuesday,NBC,1,15,23
2002,July,30,Tuesday,NBC,2,13,23
2002,July,31,Wednesday,ABC,1,19,23
2002,July,31,Wednesday,ABC,2,16,23
2002,July,31,Wednesday,CBS,1,19,23
2002,July,31,Wednesday,CBS,2,28,23
2002,July,31,Wednesday,NBC,1,19,23
2002,July,31,Wednesday,NBC,2,16,23
2002,August,1,Thursday,ABC,1,15,23
2002,August,1,Thursday,ABC,2,12,23
2002,August,1,Thursday,CBS,1,12,23
2002,August,1,Thursday,CBS,2,15,23
2002,August,1,Thursday,NBC,1,19,23
2002,August,1,Thursday,NBC,2,19,23
2002,August,2,Friday,ABC,1,26,23
2002,August,2,Friday,ABC,2,27,23
2002,August,2,Friday,CBS,1,3,23
2002,August,2,Friday,CBS,2,1,23
2002,August,2,Friday,NBC,1,16,23
2002,August,2,Friday,NBC,2,19,23
2002,August,5,Monday,ABC,1,19,23
2002,August,5,Monday,ABC,2,26,23
2002,August,5,Monday,CBS,1,16,23
2002,August,5,Monday,CBS,2,20,23
2002,August,5,Monday,NBC,1,19,23
2002,August,5,Monday,NBC,2,19,23
2002,August,6,Tuesday,ABC,1,20,23
2002,August,6,Tuesday,ABC,2,3,23
2002,August,6,Tuesday,CBS,1,32,23
2002,August,6,Tuesday,CBS,2,12,23
2002,August,6,Tuesday,NBC,1,3,23
2002,August,6,Tuesday,NBC,2,19,23
2002,August,7,Wednesday,ABC,1,15,23
2002,August,7,Wednesday,ABC,2,12,23
2002,August,7,Wednesday,CBS,1,19,23
2002,August,7,Wednesday,CBS,2,16,23
2002,August,7,Wednesday,NBC,1,15,23
2002,August,7,Wednesday,NBC,2,1,23
2002,August,8,Thursday,ABC,1,19,23
2002,August,8,Thursday,ABC,2,16,23
2002,August,8,Thursday,CBS,1,16,23
2002,August,8,Thursday,CBS,2,20,23
2002,August,8,Thursday,NBC,1,15,23
2002,August,8,Thursday,NBC,2,16,23
2002,August,9,Friday,ABC,1,3,23
2002,August,9,Friday,ABC,2,19,23
2002,August,9,Friday,CBS,1,12,23
2002,August,9,Friday,CBS,2,12,23
2002,August,9,Friday,NBC,1,3,23
2002,August,9,Friday,NBC,2,12,23
2002,August,12,Monday,ABC,1,19,23
2002,August,12,Monday,ABC,2,19,23
2002,August,12,Monday,CBS,1,10,23
2002,August,12,Monday,CBS,2,10,23
2002,August,12,Monday,NBC,1,10,23
2002,August,12,Monday,NBC,2,10,23
2002,August,13,Tuesday,ABC,1,10,23
2002,August,13,Tuesday,ABC,2,1,23
2002,August,13,Tuesday,CBS,1,1,23
2002,August,13,Tuesday,CBS,2,10,23
2002,August,13,Tuesday,NBC,1,10,23
2002,August,13,Tuesday,NBC,2,1,23
2002,August,14,Wednesday,ABC,1,16,23
2002,August,14,Wednesday,ABC,2,15,23
2002,August,14,Wednesday,CBS,1,15,23
2002,August,14,Wednesday,CBS,2,12,23
2002,August,14,Wednesday,NBC,1,26,23
2002,August,14,Wednesday,NBC,2,26,23
2002,August,15,Thursday,ABC,1,16,23
2002,August,15,Thursday,ABC,2,26,23
2002,August,15,Thursday,CBS,1,15,23
2002,August,15,Thursday,CBS,2,3,23
2002,August,15,Thursday,NBC,1,10,23
2002,August,15,Thursday,NBC,2,2,23
2002,August,16,Friday,ABC,1,28,23
2002,August,16,Friday,ABC,2,34,23
2002,August,16,Friday,CBS,1,28,23
2002,August,16,Friday,CBS,2,16,23
2002,August,16,Friday,NBC,1,16,23
2002,August,16,Friday,NBC,2,26,23
2002,August,19,Monday,ABC,1,16,23
2002,August,19,Monday,ABC,2,16,23
2002,August,19,Monday,CBS,1,16,23
2002,August,19,Monday,CBS,2,16,23
2002,August,19,Monday,NBC,1,16,23
2002,August,19,Monday,NBC,2,19,23
2002,August,20,Tuesday,ABC,1,16,23
2002,August,20,Tuesday,ABC,2,16,23
2002,August,20,Tuesday,CBS,1,19,23
2002,August,20,Tuesday,CBS,2,16,23
2002,August,20,Tuesday,NBC,1,16,23
2002,August,20,Tuesday,NBC,2,16,23
2002,August,21,Wednesday,ABC,1,12,23
2002,August,21,Wednesday,ABC,2,12,23
2002,August,21,Wednesday,CBS,1,12,23
2002,August,21,Wednesday,CBS,2,12,23
2002,August,21,Wednesday,NBC,1,12,23
2002,August,21,Wednesday,NBC,2,1,23
2002,August,22,Thursday,ABC,1,27,23
2002,August,22,Thursday,ABC,2,26,23
2002,August,22,Thursday,CBS,1,27,23
2002,August,22,Thursday,CBS,2,15,23
2002,August,22,Thursday,NBC,1,27,23
2002,August,22,Thursday,NBC,2,16,23
2002,August,23,Friday,ABC,1,2,23
2002,August,23,Friday,ABC,2,24,23
2002,August,23,Friday,CBS,1,2,23
2002,August,23,Friday,CBS,2,12,23
2002,August,23,Friday,NBC,1,2,23
2002,August,23,Friday,NBC,2,24,23
2002,August,26,Monday,ABC,1,16,23
2002,August,26,Monday,ABC,2,12,23
2002,August,26,Monday,CBS,1,16,23
2002,August,26,Monday,CBS,2,8,23
2002,August,26,Monday,NBC,1,16,23
2002,August,26,Monday,NBC,2,16,23
2002,August,27,Tuesday,ABC,1,1,23
2002,August,27,Tuesday,ABC,2,19,23
2002,August,27,Tuesday,CBS,1,19,23
2002,August,27,Tuesday,CBS,2,10,23
2002,August,27,Tuesday,NBC,1,19,23
2002,August,27,Tuesday,NBC,2,16,23
2002,August,28,Wednesday,ABC,1,16,23
2002,August,28,Wednesday,ABC,2,16,23
2002,August,28,Wednesday,CBS,1,16,23
2002,August,28,Wednesday,CBS,2,1,23
2002,August,28,Wednesday,NBC,1,16,23
2002,August,28,Wednesday,NBC,2,12,23
2002,August,29,Thursday,ABC,1,16,23
2002,August,29,Thursday,ABC,2,16,23
2002,August,29,Thursday,CBS,1,16,23
2002,August,29,Thursday,CBS,2,16,23
2002,August,29,Thursday,NBC,1,28,23
2002,August,29,Thursday,NBC,2,3,23
2002,August,30,Friday,ABC,1,28,23
2002,August,30,Friday,ABC,2,16,23
2002,August,30,Friday,CBS,1,28,23
2002,August,30,Friday,CBS,2,31,23
2002,August,30,Friday,NBC,1,10,23
2002,August,30,Friday,NBC,2,28,23
2002,September,2,Monday,ABC,1,5,23
2002,September,2,Monday,ABC,2,5,23
2002,September,2,Monday,CBS,1,19,23
2002,September,2,Monday,CBS,2,19,23
2002,September,2,Monday,NBC,1,16,23
2002,September,2,Monday,NBC,2,19,23
2002,September,3,Tuesday,ABC,1,16,23
2002,September,3,Tuesday,ABC,2,1,23
2002,September,3,Tuesday,CBS,1,10,23
2002,September,3,Tuesday,CBS,2,15,23
2002,September,3,Tuesday,NBC,1,15,23
2002,September,3,Tuesday,NBC,2,10,23
2002,September,4,Wednesday,ABC,1,16,23
2002,September,4,Wednesday,ABC,2,12,23
2002,September,4,Wednesday,CBS,1,16,23
2002,September,4,Wednesday,CBS,2,12,23
2002,September,4,Wednesday,NBC,1,16,23
2002,September,4,Wednesday,NBC,2,16,23
2002,September,5,Thursday,ABC,1,16,23
2002,September,5,Thursday,ABC,2,20,23
2002,September,5,Thursday,CBS,1,16,23
2002,September,5,Thursday,CBS,2,16,23
2002,September,5,Thursday,NBC,1,16,23
2002,September,5,Thursday,NBC,2,19,23
2002,September,6,Friday,ABC,1,16,23
2002,September,6,Friday,ABC,2,12,23
2002,September,6,Friday,CBS,1,16,23
2002,September,6,Friday,CBS,2,16,23
2002,September,6,Friday,NBC,1,16,23
2002,September,6,Friday,NBC,2,16,23
2002,September,9,Monday,ABC,1,16,23
2002,September,9,Monday,ABC,2,16,23
2002,September,9,Monday,CBS,1,16,23
2002,September,9,Monday,CBS,2,16,23
2002,September,9,Monday,NBC,1,16,23
2002,September,9,Monday,NBC,2,16,23
2002,September,10,Tuesday,ABC,1,16,23
2002,September,10,Tuesday,ABC,2,16,23
2002,September,10,Tuesday,CBS,1,16,23
2002,September,10,Tuesday,CBS,2,16,23
2002,September,10,Tuesday,NBC,1,16,23
2002,September,10,Tuesday,NBC,2,16,23
2002,September,11,Wednesday,ABC,1,20,23
2002,September,11,Wednesday,ABC,2,,23
2002,September,11,Wednesday,CBS,1,20,23
2002,September,11,Wednesday,CBS,2,16,23
2002,September,11,Wednesday,NBC,1,20,23
2002,September,11,Wednesday,NBC,2,33,23
2002,September,12,Thursday,ABC,1,16,23
2002,September,12,Thursday,ABC,2,16,23
2002,September,12,Thursday,CBS,1,16,23
2002,September,12,Thursday,CBS,2,16,23
2002,September,12,Thursday,NBC,1,19,23
2002,September,12,Thursday,NBC,2,19,23
2002,September,13,Friday,ABC,1,12,23
2002,September,13,Friday,ABC,2,12,23
2002,September,13,Friday,CBS,1,12,23
2002,September,13,Friday,CBS,2,12,23
2002,September,13,Friday,NBC,1,16,23
2002,September,13,Friday,NBC,2,12,23
2002,September,16,Monday,ABC,1,12,23
2002,September,16,Monday,ABC,2,16,23
2002,September,16,Monday,CBS,1,16,23
2002,September,16,Monday,CBS,2,19,23
2002,September,16,Monday,NBC,1,19,23
2002,September,16,Monday,NBC,2,16,23
2002,September,17,Tuesday,ABC,1,16,23
2002,September,17,Tuesday,ABC,2,16,23
2002,September,17,Tuesday,CBS,1,16,23
2002,September,17,Tuesday,CBS,2,20,23
2002,September,17,Tuesday,NBC,1,16,23
2002,September,17,Tuesday,NBC,2,20,23
2002,September,18,Wednesday,ABC,1,16,23
2002,September,18,Wednesday,ABC,2,16,23
2002,September,18,Wednesday,CBS,1,20,23
2002,September,18,Wednesday,CBS,2,16,23
2002,September,18,Wednesday,NBC,1,16,23
2002,September,18,Wednesday,NBC,2,20,23
2002,September,19,Thursday,ABC,1,16,23
2002,September,19,Thursday,ABC,2,19,23
2002,September,19,Thursday,CBS,1,1,23
2002,September,19,Thursday,CBS,2,1,23
2002,September,19,Thursday,NBC,1,16,23
2002,September,19,Thursday,NBC,2,19,23
2002,September,20,Friday,ABC,1,19,23
2002,September,20,Friday,ABC,2,16,23
2002,September,20,Friday,CBS,1,16,23
2002,September,20,Friday,CBS,2,16,23
2002,September,20,Friday,NBC,1,19,23
2002,September,20,Friday,NBC,2,16,23
2002,September,23,Monday,ABC,1,16,23
2002,September,23,Monday,ABC,2,16,23
2002,September,23,Monday,CBS,1,15,23
2002,September,23,Monday,CBS,2,32,23
2002,September,23,Monday,NBC,1,5,23
2002,September,23,Monday,NBC,2,16,23
2002,September,24,Tuesday,ABC,1,1,23
2002,September,24,Tuesday,ABC,2,16,23
2002,September,24,Tuesday,CBS,1,26,23
2002,September,24,Tuesday,CBS,2,27,23
2002,September,24,Tuesday,NBC,1,16,23
2002,September,24,Tuesday,NBC,2,19,23
2002,September,25,Wednesday,ABC,1,16,23
2002,September,25,Wednesday,ABC,2,16,23
2002,September,25,Wednesday,CBS,1,26,23
2002,September,25,Wednesday,CBS,2,16,23
2002,September,25,Wednesday,NBC,1,16,23
2002,September,25,Wednesday,NBC,2,19,23
2002,September,26,Thursday,ABC,1,16,23
2002,September,26,Thursday,ABC,2,26,23
2002,September,26,Thursday,CBS,1,26,23
2002,September,26,Thursday,CBS,2,12,23
2002,September,26,Thursday,NBC,1,26,23
2002,September,26,Thursday,NBC,2,12,23
2002,September,27,Friday,ABC,1,1,23
2002,September,27,Friday,ABC,2,16,23
2002,September,27,Friday,CBS,1,1,23
2002,September,27,Friday,CBS,2,10,23
2002,September,27,Friday,NBC,1,1,23
2002,September,27,Friday,NBC,2,16,23
2002,September,30,Monday,ABC,1,31,23
2002,September,30,Monday,ABC,2,5,23
2002,September,30,Monday,CBS,1,31,23
2002,September,30,Monday,CBS,2,1,23
2002,September,30,Monday,NBC,1,31,23
2002,September,30,Monday,NBC,2,15,23
2002,October,1,Tuesday,ABC,1,3,24
2002,October,1,Tuesday,ABC,2,16,24
2002,October,1,Tuesday,CBS,1,26,24
2002,October,1,Tuesday,CBS,2,16,24
2002,October,1,Tuesday,NBC,1,16,24
2002,October,1,Tuesday,NBC,2,15,24
2002,October,2,Wednesday,ABC,1,26,24
2002,October,2,Wednesday,ABC,2,16,24
2002,October,2,Wednesday,CBS,1,26,24
2002,October,2,Wednesday,CBS,2,16,24
2002,October,2,Wednesday,NBC,1,26,24
2002,October,2,Wednesday,NBC,2,16,24
2002,October,3,Thursday,ABC,1,12,24
2002,October,3,Thursday,ABC,2,26,24
2002,October,3,Thursday,CBS,1,12,24
2002,October,3,Thursday,CBS,2,12,24
2002,October,3,Thursday,NBC,1,26,24
2002,October,3,Thursday,NBC,2,12,24
2002,October,4,Friday,ABC,1,12,24
2002,October,4,Friday,ABC,2,12,24
2002,October,4,Friday,CBS,1,12,24
2002,October,4,Friday,CBS,2,12,24
2002,October,4,Friday,NBC,1,12,24
2002,October,4,Friday,NBC,2,12,24
2002,October,7,Monday,ABC,1,12,24
2002,October,7,Monday,ABC,2,16,24
2002,October,7,Monday,CBS,1,12,24
2002,October,7,Monday,CBS,2,16,24
2002,October,7,Monday,NBC,1,12,24
2002,October,7,Monday,NBC,2,16,24
2002,October,8,Tuesday,ABC,1,12,24
2002,October,8,Tuesday,ABC,2,16,24
2002,October,8,Tuesday,CBS,1,16,24
2002,October,8,Tuesday,CBS,2,16,24
2002,October,8,Tuesday,NBC,1,12,24
2002,October,8,Tuesday,NBC,2,16,24
2002,October,9,Wednesday,ABC,1,12,24
2002,October,9,Wednesday,ABC,2,12,24
2002,October,9,Wednesday,CBS,1,12,24
2002,October,9,Wednesday,CBS,2,16,24
2002,October,9,Wednesday,NBC,1,12,24
2002,October,9,Wednesday,NBC,2,12,24
2002,October,10,Thursday,ABC,1,12,24
2002,October,10,Thursday,ABC,2,16,24
2002,October,10,Thursday,CBS,1,16,24
2002,October,10,Thursday,CBS,2,16,24
2002,October,10,Thursday,NBC,1,12,24
2002,October,10,Thursday,NBC,2,16,24
2002,October,11,Friday,ABC,1,12,24
2002,October,11,Friday,ABC,2,16,24
2002,October,11,Friday,CBS,1,12,24
2002,October,11,Friday,CBS,2,10,24
2002,October,11,Friday,NBC,1,12,24
2002,October,11,Friday,NBC,2,12,24
2002,October,14,Monday,ABC,1,12,24
2002,October,14,Monday,ABC,2,16,24
2002,October,14,Monday,CBS,1,16,24
2002,October,14,Monday,CBS,2,12,24
2002,October,14,Monday,NBC,1,16,24
2002,October,14,Monday,NBC,2,12,24
2002,October,15,Tuesday,ABC,1,12,24
2002,October,15,Tuesday,ABC,2,1,24
2002,October,15,Tuesday,CBS,1,12,24
2002,October,15,Tuesday,CBS,2,16,24
2002,October,15,Tuesday,NBC,1,12,24
2002,October,15,Tuesday,NBC,2,16,24
2002,October,16,Wednesday,ABC,1,12,24
2002,October,16,Wednesday,ABC,2,16,24
2002,October,16,Wednesday,CBS,1,12,24
2002,October,16,Wednesday,CBS,2,16,24
2002,October,16,Wednesday,NBC,1,12,24
2002,October,16,Wednesday,NBC,2,16,24
2002,October,17,Thursday,ABC,1,19,24
2002,October,17,Thursday,ABC,2,19,24
2002,October,17,Thursday,CBS,1,19,24
2002,October,17,Thursday,CBS,2,16,24
2002,October,17,Thursday,NBC,1,19,24
2002,October,17,Thursday,NBC,2,16,24
2002,October,18,Friday,ABC,1,12,24
2002,October,18,Friday,ABC,2,20,24
2002,October,18,Friday,CBS,1,12,24
2002,October,18,Friday,CBS,2,19,24
2002,October,18,Friday,NBC,1,16,24
2002,October,18,Friday,NBC,2,16,24
2002,October,21,Monday,ABC,1,12,24
2002,October,21,Monday,ABC,2,16,24
2002,October,21,Monday,CBS,1,12,24
2002,October,21,Monday,CBS,2,16,24
2002,October,21,Monday,NBC,1,12,24
2002,October,21,Monday,NBC,2,19,24
2002,October,22,Tuesday,ABC,1,12,24
2002,October,22,Tuesday,ABC,2,16,24
2002,October,22,Tuesday,CBS,1,12,24
2002,October,22,Tuesday,CBS,2,16,24
2002,October,22,Tuesday,NBC,1,12,24
2002,October,22,Tuesday,NBC,2,12,24
2002,October,23,Wednesday,ABC,1,12,24
2002,October,23,Wednesday,ABC,2,19,24
2002,October,23,Wednesday,CBS,1,12,24
2002,October,23,Wednesday,CBS,2,19,24
2002,October,23,Wednesday,NBC,1,12,24
2002,October,23,Wednesday,NBC,2,19,24
2002,October,24,Thursday,ABC,1,12,24
2002,October,24,Thursday,ABC,2,19,24
2002,October,24,Thursday,CBS,1,12,24
2002,October,24,Thursday,CBS,2,19,24
2002,October,24,Thursday,NBC,1,12,24
2002,October,24,Thursday,NBC,2,12,24
2002,October,25,Friday,ABC,1,30,24
2002,October,25,Friday,ABC,2,12,24
2002,October,25,Friday,CBS,1,30,24
2002,October,25,Friday,CBS,2,12,24
2002,October,25,Friday,NBC,1,30,24
2002,October,25,Friday,NBC,2,12,24
2002,October,28,Monday,ABC,1,19,24
2002,October,28,Monday,ABC,2,19,24
2002,October,28,Monday,CBS,1,12,24
2002,October,28,Monday,CBS,2,12,24
2002,October,28,Monday,NBC,1,19,24
2002,October,28,Monday,NBC,2,19,24
2002,October,29,Tuesday,ABC,1,33,24
2002,October,29,Tuesday,ABC,2,12,24
2002,October,29,Tuesday,CBS,1,33,24
2002,October,29,Tuesday,CBS,2,12,24
2002,October,29,Tuesday,NBC,1,33,24
2002,October,29,Tuesday,NBC,2,12,24
2002,October,30,Wednesday,ABC,1,12,24
2002,October,30,Wednesday,ABC,2,16,24
2002,October,30,Wednesday,CBS,1,31,24
2002,October,30,Wednesday,CBS,2,16,24
2002,October,30,Wednesday,NBC,1,31,24
2002,October,30,Wednesday,NBC,2,33,24
2002,October,31,Thursday,ABC,1,12,24
2002,October,31,Thursday,ABC,2,26,24
2002,October,31,Thursday,CBS,1,12,24
2002,October,31,Thursday,CBS,2,26,24
2002,October,31,Thursday,NBC,1,12,24
2002,October,31,Thursday,NBC,2,20,24
2002,November,1,Friday,ABC,1,15,24
2002,November,1,Friday,ABC,2,16,24
2002,November,1,Friday,CBS,1,12,24
2002,November,1,Friday,CBS,2,20,24
2002,November,1,Friday,NBC,1,26,24
2002,November,1,Friday,NBC,2,12,24
2002,November,4,Monday,ABC,1,16,24
2002,November,4,Monday,ABC,2,31,24
2002,November,4,Monday,CBS,1,31,24
2002,November,4,Monday,CBS,2,31,24
2002,November,4,Monday,NBC,1,31,24
2002,November,4,Monday,NBC,2,16,24
2002,November,5,Tuesday,ABC,1,31,24
2002,November,5,Tuesday,ABC,2,31,24
2002,November,5,Tuesday,CBS,1,31,24
2002,November,5,Tuesday,CBS,2,19,24
2002,November,5,Tuesday,NBC,1,31,24
2002,November,5,Tuesday,NBC,2,31,24
2002,November,6,Wednesday,ABC,1,31,24
2002,November,6,Wednesday,ABC,2,19,24
2002,November,6,Wednesday,CBS,1,1,24
2002,November,6,Wednesday,CBS,2,31,24
2002,November,6,Wednesday,NBC,1,31,24
2002,November,6,Wednesday,NBC,2,16,24
2002,November,7,Thursday,ABC,1,31,24
2002,November,7,Thursday,ABC,2,16,24
2002,November,7,Thursday,CBS,1,31,24
2002,November,7,Thursday,CBS,2,1,24
2002,November,7,Thursday,NBC,1,16,24
2002,November,7,Thursday,NBC,2,12,24
2002,November,8,Friday,ABC,1,16,24
2002,November,8,Friday,ABC,2,19,24
2002,November,8,Friday,CBS,1,16,24
2002,November,8,Friday,CBS,2,16,24
2002,November,8,Friday,NBC,1,16,24
2002,November,8,Friday,NBC,2,19,24
2002,November,11,Monday,ABC,1,26,24
2002,November,11,Monday,ABC,2,16,24
2002,November,11,Monday,CBS,1,26,24
2002,November,11,Monday,CBS,2,16,24
2002,November,11,Monday,NBC,1,26,24
2002,November,11,Monday,NBC,2,16,24
2002,November,12,Tuesday,ABC,1,16,24
2002,November,12,Tuesday,ABC,2,16,24
2002,November,12,Tuesday,CBS,1,16,24
2002,November,12,Tuesday,CBS,2,16,24
2002,November,12,Tuesday,NBC,1,16,24
2002,November,12,Tuesday,NBC,2,16,24
2002,November,13,Wednesday,ABC,1,16,24
2002,November,13,Wednesday,ABC,2,16,24
2002,November,13,Wednesday,CBS,1,16,24
2002,November,13,Wednesday,CBS,2,16,24
2002,November,13,Wednesday,NBC,1,16,24
2002,November,13,Wednesday,NBC,2,16,24
2002,November,14,Thursday,ABC,1,19,24
2002,November,14,Thursday,ABC,2,20,24
2002,November,14,Thursday,CBS,1,16,24
2002,November,14,Thursday,CBS,2,16,24
2002,November,14,Thursday,NBC,1,16,24
2002,November,14,Thursday,NBC,2,16,24
2002,November,15,Friday,ABC,1,16,24
2002,November,15,Friday,ABC,2,19,24
2002,November,15,Friday,CBS,1,19,24
2002,November,15,Friday,CBS,2,16,24
2002,November,15,Friday,NBC,1,19,24
2002,November,15,Friday,NBC,2,16,24
2002,November,18,Monday,ABC,1,10,24
2002,November,18,Monday,ABC,2,19,24
2002,November,18,Monday,CBS,1,19,24
2002,November,18,Monday,CBS,2,16,24
2002,November,18,Monday,NBC,1,2,24
2002,November,18,Monday,NBC,2,16,24
2002,November,19,Tuesday,ABC,1,19,24
2002,November,19,Tuesday,ABC,2,20,24
2002,November,19,Tuesday,CBS,1,20,24
2002,November,19,Tuesday,CBS,2,16,24
2002,November,19,Tuesday,NBC,1,7,24
