Year,Month,Day of Month,Day of Week,Channel,Story #,Topic,Quarter
1971,November,2,Tuesday,CBS,2,1,714
1971,November,2,Tuesday,NBC,1,19,714
1971,November,2,Tuesday,NBC,2,1,714
1971,November,3,Wednesday,ABC,1,24,714
1971,November,3,Wednesday,ABC,2,19,714
1971,November,3,Wednesday,CBS,1,1,714
1971,November,3,Wednesday,CBS,2,1,714
1971,November,3,Wednesday,NBC,1,31,714
1971,November,3,Wednesday,NBC,2,31,714
1971,November,4,Thursday,ABC,1,19,714
1971,November,4,Thursday,ABC,2,19,714
1971,November,4,Thursday,CBS,1,7,714
1971,November,4,Thursday,CBS,2,16,714
1971,November,4,Thursday,NBC,1,19,714
1971,November,4,Thursday,NBC,2,19,714
1971,November,5,Friday,ABC,1,12,714
1971,November,5,Friday,ABC,2,1,714
1971,November,5,Friday,CBS,1,7,714
1971,November,5,Friday,CBS,2,1,714
1971,November,5,Friday,NBC,1,7,714
1971,November,5,Friday,NBC,2,7,714
1971,November,8,Monday,ABC,1,12,714
1971,November,8,Monday,ABC,2,12,714
1971,November,8,Monday,CBS,1,34,714
1971,November,8,Monday,CBS,2,34,714
1971,November,8,Monday,NBC,1,5,714
1971,November,8,Monday,NBC,2,34,714
1971,November,9,Tuesday,ABC,1,5,714
1971,November,9,Tuesday,ABC,2,12,714
1971,November,9,Tuesday,CBS,1,5,714
1971,November,9,Tuesday,CBS,2,5,714
1971,November,9,Tuesday,NBC,1,19,714
1971,November,9,Tuesday,NBC,2,19,714
1971,November,10,Wednesday,ABC,1,1,714
1971,November,10,Wednesday,ABC,2,1,714
1971,November,10,Wednesday,CBS,1,1,714
1971,November,10,Wednesday,CBS,2,1,714
1971,November,10,Wednesday,NBC,1,1,714
1971,November,10,Wednesday,NBC,2,5,714
1971,November,11,Thursday,ABC,1,1,714
1971,November,11,Thursday,ABC,2,99,714
1971,November,11,Thursday,CBS,1,19,714
1971,November,11,Thursday,CBS,2,19,714
1971,November,11,Thursday,NBC,1,1,714
1971,November,11,Thursday,NBC,2,1,714
1971,November,12,Friday,ABC,1,16,714
1971,November,12,Friday,ABC,2,16,714
1971,November,12,Friday,CBS,1,16,714
1971,November,12,Friday,CBS,2,16,714
1971,November,12,Friday,NBC,1,16,714
1971,November,12,Friday,NBC,2,16,714
1971,November,15,Monday,ABC,1,19,714
1971,November,15,Monday,ABC,2,19,714
1971,November,15,Monday,CBS,1,19,714
1971,November,15,Monday,CBS,2,5,714
1971,November,15,Monday,NBC,1,1,714
1971,November,15,Monday,NBC,2,1,714
1971,November,16,Tuesday,ABC,1,6,714
1971,November,16,Tuesday,ABC,2,1,714
1971,November,16,Tuesday,CBS,1,13,714
1971,November,16,Tuesday,CBS,2,5,714
1971,November,16,Tuesday,NBC,1,19,714
1971,November,16,Tuesday,NBC,2,19,714
1971,November,17,Wednesday,ABC,1,16,714
1971,November,17,Wednesday,ABC,2,16,714
1971,November,17,Wednesday,CBS,1,16,714
1971,November,17,Wednesday,CBS,2,16,714
1971,November,17,Wednesday,NBC,1,1,714
1971,November,17,Wednesday,NBC,2,1,714
1971,November,18,Thursday,ABC,1,5,714
1971,November,18,Thursday,ABC,2,20,714
1971,November,18,Thursday,CBS,1,1,714
1971,November,18,Thursday,CBS,2,5,714
1971,November,18,Thursday,NBC,1,19,714
1971,November,18,Thursday,NBC,2,16,714
1971,November,19,Friday,ABC,1,5,714
1971,November,19,Friday,ABC,2,5,714
1971,November,19,Friday,CBS,1,5,714
1971,November,19,Friday,CBS,2,5,714
1971,November,19,Friday,NBC,1,5,714
1971,November,19,Friday,NBC,2,5,714
1971,November,22,Monday,ABC,1,5,714
1971,November,22,Monday,ABC,2,5,714
1971,November,22,Monday,CBS,1,5,714
1971,November,22,Monday,CBS,2,5,714
1971,November,22,Monday,NBC,1,5,714
1971,November,22,Monday,NBC,2,14,714
1971,November,23,Tuesday,ABC,1,19,714
1971,November,23,Tuesday,ABC,2,19,714
1971,November,23,Tuesday,CBS,1,1,714
1971,November,23,Tuesday,CBS,2,1,714
1971,November,23,Tuesday,NBC,1,19,714
1971,November,23,Tuesday,NBC,2,19,714
1971,November,24,Wednesday,ABC,1,19,714
1971,November,24,Wednesday,ABC,2,20,714
1971,November,24,Wednesday,CBS,1,19,714
1971,November,24,Wednesday,CBS,2,19,714
1971,November,24,Wednesday,NBC,1,19,714
1971,November,24,Wednesday,NBC,2,19,714
1971,November,25,Thursday,ABC,1,19,714
1971,November,25,Thursday,ABC,2,19,714
1971,November,25,Thursday,CBS,1,12,714
1971,November,25,Thursday,CBS,2,12,714
1971,November,25,Thursday,NBC,1,12,714
1971,November,25,Thursday,NBC,2,19,714
1971,November,26,Friday,ABC,1,19,714
1971,November,26,Friday,ABC,2,19,714
1971,November,26,Friday,CBS,1,1,714
1971,November,26,Friday,CBS,2,1,714
1971,November,26,Friday,NBC,1,1,714
1971,November,26,Friday,NBC,2,5,714
1971,November,29,Monday,ABC,1,19,714
1971,November,29,Monday,ABC,2,20,714
1971,November,29,Monday,CBS,1,19,714
1971,November,29,Monday,CBS,2,19,714
1971,November,29,Monday,NBC,1,19,714
1971,November,29,Monday,NBC,2,1,714
1971,November,30,Tuesday,ABC,1,19,714
1971,November,30,Tuesday,ABC,2,19,714
1971,November,30,Tuesday,CBS,1,18,714
1971,November,30,Tuesday,CBS,2,18,714
1971,November,30,Tuesday,NBC,1,19,714
1971,November,30,Tuesday,NBC,2,3,714
1971,December,1,Wednesday,ABC,1,1,714
1971,December,1,Wednesday,ABC,2,1,714
1971,December,1,Wednesday,CBS,1,1,714
1971,December,1,Wednesday,CBS,2,1,714
1971,December,1,Wednesday,NBC,1,1,714
1971,December,1,Wednesday,NBC,2,1,714
1971,December,2,Thursday,ABC,1,20,714
1971,December,2,Thursday,ABC,2,99,714
1971,December,2,Thursday,CBS,1,31,714
1971,December,2,Thursday,CBS,2,13,714
1971,December,2,Thursday,NBC,1,19,714
1971,December,2,Thursday,NBC,2,19,714
1971,December,3,Friday,ABC,1,19,714
1971,December,3,Friday,ABC,2,19,714
1971,December,3,Friday,CBS,1,19,714
1971,December,3,Friday,CBS,2,19,714
1971,December,3,Friday,NBC,1,19,714
1971,December,3,Friday,NBC,2,19,714
1971,December,6,Monday,ABC,1,19,714
1971,December,6,Monday,ABC,2,19,714
1971,December,6,Monday,CBS,1,19,714
1971,December,6,Monday,CBS,2,19,714
1971,December,6,Monday,NBC,1,19,714
1971,December,6,Monday,NBC,2,19,714
1971,December,7,Tuesday,ABC,1,19,714
1971,December,7,Tuesday,ABC,2,19,714
1971,December,7,Tuesday,CBS,1,19,714
1971,December,7,Tuesday,CBS,2,19,714
1971,December,7,Tuesday,NBC,1,19,714
1971,December,7,Tuesday,NBC,2,19,714
1971,December,8,Wednesday,ABC,1,19,714
1971,December,8,Wednesday,ABC,2,19,714
1971,December,8,Wednesday,CBS,1,19,714
1971,December,8,Wednesday,CBS,2,19,714
1971,December,8,Wednesday,NBC,1,19,714
1971,December,8,Wednesday,NBC,2,19,714
1971,December,9,Thursday,ABC,1,19,714
1971,December,9,Thursday,ABC,2,19,714
1971,December,9,Thursday,CBS,1,1,714
1971,December,9,Thursday,CBS,2,13,714
1971,December,9,Thursday,NBC,1,19,714
1971,December,9,Thursday,NBC,2,19,714
1971,December,10,Friday,ABC,1,12,714
1971,December,10,Friday,ABC,2,3,714
1971,December,10,Friday,CBS,1,20,714
1971,December,10,Friday,CBS,2,20,714
1971,December,10,Friday,NBC,1,19,714
1971,December,10,Friday,NBC,2,19,714
1971,December,13,Monday,ABC,1,19,714
1971,December,13,Monday,ABC,2,19,714
1971,December,13,Monday,CBS,1,19,714
1971,December,13,Monday,CBS,2,19,714
1971,December,13,Monday,NBC,1,19,714
1971,December,13,Monday,NBC,2,19,714
1971,December,14,Tuesday,ABC,1,18,714
1971,December,14,Tuesday,ABC,2,18,714
1971,December,14,Tuesday,CBS,1,18,714
1971,December,14,Tuesday,CBS,2,1,714
1971,December,14,Tuesday,NBC,1,1,714
1971,December,14,Tuesday,NBC,2,18,714
1971,December,15,Wednesday,ABC,1,19,714
1971,December,15,Wednesday,ABC,2,19,714
1971,December,15,Wednesday,CBS,1,19,714
1971,December,15,Wednesday,CBS,2,19,714
1971,December,15,Wednesday,NBC,1,19,714
1971,December,15,Wednesday,NBC,2,19,714
1971,December,16,Thursday,ABC,1,19,714
1971,December,16,Thursday,ABC,2,19,714
1971,December,16,Thursday,CBS,1,19,714
1971,December,16,Thursday,CBS,2,19,714
1971,December,16,Thursday,NBC,1,19,714
1971,December,16,Thursday,NBC,2,19,714
1971,December,17,Friday,ABC,1,19,714
1971,December,17,Friday,ABC,2,2,714
1971,December,17,Friday,CBS,1,19,714
1971,December,17,Friday,CBS,2,19,714
1971,December,17,Friday,NBC,1,19,714
1971,December,17,Friday,NBC,2,31,714
1971,December,20,Monday,ABC,1,18,714
1971,December,20,Monday,ABC,2,18,714
1971,December,20,Monday,CBS,1,16,714
1971,December,20,Monday,CBS,2,16,714
1971,December,20,Monday,NBC,1,19,714
1971,December,20,Monday,NBC,2,19,714
1971,December,21,Tuesday,ABC,1,20,714
1971,December,21,Tuesday,ABC,2,18,714
1971,December,21,Tuesday,CBS,1,19,714
1971,December,21,Tuesday,CBS,2,19,714
1971,December,21,Tuesday,NBC,1,19,714
1971,December,21,Tuesday,NBC,2,19,714
1971,December,22,Wednesday,ABC,1,1,714
1971,December,22,Wednesday,ABC,2,20,714
1971,December,22,Wednesday,CBS,1,1,714
1971,December,22,Wednesday,CBS,2,1,714
1971,December,22,Wednesday,NBC,1,1,714
1971,December,22,Wednesday,NBC,2,1,714
1971,December,23,Thursday,ABC,1,99,714
1971,December,23,Thursday,ABC,2,16,714
1971,December,23,Thursday,CBS,1,12,714
1971,December,23,Thursday,CBS,2,3,714
1971,December,23,Thursday,NBC,1,12,714
1971,December,23,Thursday,NBC,2,5,714
1971,December,24,Friday,ABC,1,19,714
1971,December,24,Friday,ABC,2,99,714
1971,December,24,Friday,CBS,1,20,714
1971,December,24,Friday,CBS,2,16,714
1971,December,24,Friday,NBC,1,12,714
1971,December,24,Friday,NBC,2,20,714
1971,December,27,Monday,ABC,1,,714
1971,December,27,Monday,ABC,2,,714
1971,December,27,Monday,CBS,1,16,714
1971,December,27,Monday,CBS,2,19,714
1971,December,27,Monday,NBC,1,16,714
1971,December,27,Monday,NBC,2,16,714
1971,December,28,Tuesday,ABC,1,19,714
1971,December,28,Tuesday,ABC,2,2,714
1971,December,28,Tuesday,CBS,1,16,714
1971,December,28,Tuesday,CBS,2,16,714
1971,December,28,Tuesday,NBC,1,16,714
1971,December,28,Tuesday,NBC,2,16,714
1971,December,29,Wednesday,ABC,1,16,714
1971,December,29,Wednesday,ABC,2,16,714
1971,December,29,Wednesday,CBS,1,16,714
1971,December,29,Wednesday,CBS,2,16,714
1971,December,29,Wednesday,NBC,1,16,714
1971,December,29,Wednesday,NBC,2,16,714
1971,December,30,Thursday,ABC,1,16,714
1971,December,30,Thursday,ABC,2,12,714
1971,December,30,Thursday,CBS,1,16,714
1971,December,30,Thursday,CBS,2,12,714
1971,December,30,Thursday,NBC,1,16,714
1971,December,30,Thursday,NBC,2,16,714
1971,December,31,Friday,ABC,1,,714
1971,December,31,Friday,ABC,2,,714
1971,December,31,Friday,CBS,1,16,714
1971,December,31,Friday,CBS,2,19,714
1971,December,31,Friday,NBC,1,19,714
1971,December,31,Friday,NBC,2,19,714
1972,January,3,Monday,ABC,1,19,721
1972,January,3,Monday,ABC,2,19,721
1972,January,3,Monday,CBS,1,99,721
1972,January,3,Monday,CBS,2,31,721
1972,January,3,Monday,NBC,1,16,721
1972,January,3,Monday,NBC,2,16,721
1972,January,4,Tuesday,ABC,1,31,721
1972,January,4,Tuesday,ABC,2,31,721
1972,January,4,Tuesday,CBS,1,31,721
1972,January,4,Tuesday,CBS,2,3,721
1972,January,4,Tuesday,NBC,1,31,721
1972,January,4,Tuesday,NBC,2,12,721
1972,January,5,Wednesday,ABC,1,20,721
1972,January,5,Wednesday,ABC,2,1,721
1972,January,5,Wednesday,CBS,1,5,721
1972,January,5,Wednesday,CBS,2,17,721
1972,January,5,Wednesday,NBC,1,5,721
1972,January,5,Wednesday,NBC,2,17,721
1972,January,6,Thursday,ABC,1,31,721
1972,January,6,Thursday,ABC,2,31,721
1972,January,6,Thursday,CBS,1,17,721
1972,January,6,Thursday,CBS,2,16,721
1972,January,6,Thursday,NBC,1,16,721
1972,January,6,Thursday,NBC,2,16,721
1972,January,7,Friday,ABC,1,19,721
1972,January,7,Friday,ABC,2,19,721
1972,January,7,Friday,CBS,1,12,721
1972,January,7,Friday,CBS,2,31,721
1972,January,7,Friday,NBC,1,31,721
1972,January,7,Friday,NBC,2,31,721
1972,January,10,Monday,ABC,1,19,721
1972,January,10,Monday,ABC,2,19,721
1972,January,10,Monday,CBS,1,19,721
1972,January,10,Monday,CBS,2,16,721
1972,January,10,Monday,NBC,1,12,721
1972,January,10,Monday,NBC,2,16,721
1972,January,11,Tuesday,ABC,1,19,721
1972,January,11,Tuesday,ABC,2,2,721
1972,January,11,Tuesday,CBS,1,16,721
1972,January,11,Tuesday,CBS,2,16,721
1972,January,11,Tuesday,NBC,1,19,721
1972,January,11,Tuesday,NBC,2,12,721
1972,January,12,Wednesday,ABC,1,16,721
1972,January,12,Wednesday,ABC,2,31,721
1972,January,12,Wednesday,CBS,1,16,721
1972,January,12,Wednesday,CBS,2,3,721
1972,January,12,Wednesday,NBC,1,16,721
1972,January,12,Wednesday,NBC,2,19,721
1972,January,13,Thursday,ABC,1,16,721
1972,January,13,Thursday,ABC,2,16,721
1972,January,13,Thursday,CBS,1,16,721
1972,January,13,Thursday,CBS,2,16,721
1972,January,13,Thursday,NBC,1,16,721
1972,January,13,Thursday,NBC,2,16,721
1972,January,14,Friday,ABC,1,1,721
1972,January,14,Friday,ABC,2,1,721
1972,January,14,Friday,CBS,1,1,721
1972,January,14,Friday,CBS,2,5,721
1972,January,14,Friday,NBC,1,16,721
1972,January,14,Friday,NBC,2,16,721
1972,January,17,Monday,ABC,1,5,721
1972,January,17,Monday,ABC,2,5,721
1972,January,17,Monday,CBS,1,5,721
1972,January,17,Monday,CBS,2,5,721
1972,January,17,Monday,NBC,1,5,721
1972,January,17,Monday,NBC,2,5,721
1972,January,18,Tuesday,ABC,1,19,721
1972,January,18,Tuesday,ABC,2,20,721
1972,January,18,Tuesday,CBS,1,12,721
1972,January,18,Tuesday,CBS,2,31,721
1972,January,18,Tuesday,NBC,1,19,721
1972,January,18,Tuesday,NBC,2,16,721
1972,January,19,Wednesday,ABC,1,14,721
1972,January,19,Wednesday,ABC,2,10,721
1972,January,19,Wednesday,CBS,1,16,721
1972,January,19,Wednesday,CBS,2,16,721
1972,January,19,Wednesday,NBC,1,1,721
1972,January,19,Wednesday,NBC,2,3,721
1972,January,20,Thursday,ABC,1,20,721
1972,January,20,Thursday,ABC,2,20,721
1972,January,20,Thursday,CBS,1,20,721
1972,January,20,Thursday,CBS,2,20,721
1972,January,20,Thursday,NBC,1,20,721
1972,January,20,Thursday,NBC,2,20,721
1972,January,21,Friday,ABC,1,1,721
1972,January,21,Friday,ABC,2,5,721
1972,January,21,Friday,CBS,1,1,721
1972,January,21,Friday,CBS,2,5,721
1972,January,21,Friday,NBC,1,1,721
1972,January,21,Friday,NBC,2,5,721
1972,January,24,Monday,ABC,1,1,721
1972,January,24,Monday,ABC,2,12,721
1972,January,24,Monday,CBS,1,1,721
1972,January,24,Monday,CBS,2,1,721
1972,January,24,Monday,NBC,1,1,721
1972,January,24,Monday,NBC,2,16,721
1972,January,25,Tuesday,ABC,1,16,721
1972,January,25,Tuesday,ABC,2,19,721
1972,January,25,Tuesday,CBS,1,16,721
1972,January,25,Tuesday,CBS,2,16,721
1972,January,25,Tuesday,NBC,1,16,721
1972,January,25,Tuesday,NBC,2,16,721
1972,January,26,Wednesday,ABC,1,19,721
1972,January,26,Wednesday,ABC,2,19,721
1972,January,26,Wednesday,CBS,1,19,721
1972,January,26,Wednesday,CBS,2,19,721
1972,January,26,Wednesday,NBC,1,16,721
1972,January,26,Wednesday,NBC,2,16,721
1972,January,27,Thursday,ABC,1,19,721
1972,January,27,Thursday,ABC,2,19,721
1972,January,27,Thursday,CBS,1,19,721
1972,January,27,Thursday,CBS,2,19,721
1972,January,27,Thursday,NBC,1,19,721
1972,January,27,Thursday,NBC,2,19,721
1972,January,28,Friday,ABC,1,99,721
1972,January,28,Friday,ABC,2,5,721
1972,January,28,Friday,CBS,1,99,721
1972,January,28,Friday,CBS,2,12,721
1972,January,28,Friday,NBC,1,99,721
1972,January,28,Friday,NBC,2,5,721
1972,January,31,Monday,ABC,1,19,721
1972,January,31,Monday,ABC,2,1,721
1972,January,31,Monday,CBS,1,19,721
1972,January,31,Monday,CBS,2,12,721
1972,January,31,Monday,NBC,1,19,721
1972,January,31,Monday,NBC,2,16,721
1972,February,1,Tuesday,ABC,1,19,721
1972,February,1,Tuesday,ABC,2,19,721
1972,February,1,Tuesday,CBS,1,19,721
1972,February,1,Tuesday,CBS,2,16,721
1972,February,1,Tuesday,NBC,1,19,721
1972,February,1,Tuesday,NBC,2,2,721
1972,February,2,Wednesday,ABC,1,19,721
1972,February,2,Wednesday,ABC,2,5,721
1972,February,2,Wednesday,CBS,1,19,721
1972,February,2,Wednesday,CBS,2,16,721
1972,February,2,Wednesday,NBC,1,19,721
1972,February,2,Wednesday,NBC,2,19,721
1972,February,3,Thursday,ABC,1,99,721
1972,February,3,Thursday,ABC,2,19,721
1972,February,3,Thursday,CBS,1,12,721
1972,February,3,Thursday,CBS,2,19,721
1972,February,3,Thursday,NBC,1,5,721
1972,February,3,Thursday,NBC,2,19,721
1972,February,4,Friday,ABC,1,1,721
1972,February,4,Friday,ABC,2,5,721
1972,February,4,Friday,CBS,1,5,721
1972,February,4,Friday,CBS,2,4,721
1972,February,4,Friday,NBC,1,5,721
1972,February,4,Friday,NBC,2,5,721
1972,February,7,Monday,ABC,1,99,721
1972,February,7,Monday,ABC,2,19,721
1972,February,7,Monday,CBS,1,16,721
1972,February,7,Monday,CBS,2,31,721
1972,February,7,Monday,NBC,1,16,721
1972,February,7,Monday,NBC,2,16,721
1972,February,8,Tuesday,ABC,1,5,721
1972,February,8,Tuesday,ABC,2,1,721
1972,February,8,Tuesday,CBS,1,5,721
1972,February,8,Tuesday,CBS,2,2,721
1972,February,8,Tuesday,NBC,1,5,721
1972,February,8,Tuesday,NBC,2,16,721
1972,February,9,Wednesday,ABC,1,19,721
1972,February,9,Wednesday,ABC,2,19,721
1972,February,9,Wednesday,CBS,1,16,721
1972,February,9,Wednesday,CBS,2,19,721
1972,February,9,Wednesday,NBC,1,19,721
1972,February,9,Wednesday,NBC,2,16,721
1972,February,10,Thursday,ABC,1,20,721
1972,February,10,Thursday,ABC,2,19,721
1972,February,10,Thursday,CBS,1,16,721
1972,February,10,Thursday,CBS,2,16,721
1972,February,10,Thursday,NBC,1,16,721
1972,February,10,Thursday,NBC,2,19,721
1972,February,11,Friday,ABC,1,16,721
1972,February,11,Friday,ABC,2,19,721
1972,February,11,Friday,CBS,1,16,721
1972,February,11,Friday,CBS,2,16,721
1972,February,11,Friday,NBC,1,12,721
1972,February,11,Friday,NBC,2,12,721
1972,February,14,Monday,ABC,1,2,721
1972,February,14,Monday,ABC,2,2,721
1972,February,14,Monday,CBS,1,2,721
1972,February,14,Monday,CBS,2,2,721
1972,February,14,Monday,NBC,1,2,721
1972,February,14,Monday,NBC,2,2,721
1972,February,15,Tuesday,ABC,1,20,721
1972,February,15,Tuesday,ABC,2,2,721
1972,February,15,Tuesday,CBS,1,31,721
1972,February,15,Tuesday,CBS,2,16,721
1972,February,15,Tuesday,NBC,1,31,721
1972,February,15,Tuesday,NBC,2,2,721
1972,February,16,Wednesday,ABC,1,19,721
1972,February,16,Wednesday,ABC,2,19,721
1972,February,16,Wednesday,CBS,1,2,721
1972,February,16,Wednesday,CBS,2,2,721
1972,February,16,Wednesday,NBC,1,2,721
1972,February,16,Wednesday,NBC,2,2,721
1972,February,17,Thursday,ABC,1,19,721
1972,February,17,Thursday,ABC,2,16,721
1972,February,17,Thursday,CBS,1,19,721
1972,February,17,Thursday,CBS,2,19,721
1972,February,17,Thursday,NBC,1,19,721
1972,February,17,Thursday,NBC,2,16,721
1972,February,18,Friday,ABC,1,19,721
1972,February,18,Friday,ABC,2,20,721
1972,February,18,Friday,CBS,1,12,721
1972,February,18,Friday,CBS,2,3,721
1972,February,18,Friday,NBC,1,19,721
1972,February,18,Friday,NBC,2,3,721
1972,February,21,Monday,ABC,1,19,721
1972,February,21,Monday,ABC,2,19,721
1972,February,21,Monday,CBS,1,19,721
1972,February,21,Monday,CBS,2,19,721
1972,February,21,Monday,NBC,1,19,721
1972,February,21,Monday,NBC,2,19,721
1972,February,22,Tuesday,ABC,1,19,721
1972,February,22,Tuesday,ABC,2,19,721
1972,February,22,Tuesday,CBS,1,19,721
1972,February,22,Tuesday,CBS,2,19,721
1972,February,22,Tuesday,NBC,1,19,721
1972,February,22,Tuesday,NBC,2,19,721
1972,February,23,Wednesday,ABC,1,19,721
1972,February,23,Wednesday,ABC,2,19,721
1972,February,23,Wednesday,CBS,1,19,721
1972,February,23,Wednesday,CBS,2,19,721
1972,February,23,Wednesday,NBC,1,19,721
1972,February,23,Wednesday,NBC,2,19,721
1972,February,24,Thursday,ABC,1,19,721
1972,February,24,Thursday,ABC,2,19,721
1972,February,24,Thursday,CBS,1,2,721
1972,February,24,Thursday,CBS,2,19,721
1972,February,24,Thursday,NBC,1,19,721
1972,February,24,Thursday,NBC,2,19,721
1972,February,25,Friday,ABC,1,19,721
1972,February,25,Friday,ABC,2,19,721
1972,February,25,Friday,CBS,1,2,721
1972,February,25,Friday,CBS,2,19,721
1972,February,25,Friday,NBC,1,19,721
1972,February,25,Friday,NBC,2,19,721
1972,February,28,Monday,ABC,1,20,721
1972,February,28,Monday,ABC,2,19,721
1972,February,28,Monday,CBS,1,19,721
1972,February,28,Monday,CBS,2,20,721
1972,February,28,Monday,NBC,1,26,721
1972,February,28,Monday,NBC,2,19,721
1972,February,29,Tuesday,ABC,1,19,721
1972,February,29,Tuesday,ABC,2,19,721
1972,February,29,Tuesday,CBS,1,2,721
1972,February,29,Tuesday,CBS,2,19,721
1972,February,29,Tuesday,NBC,1,2,721
1972,February,29,Tuesday,NBC,2,2,721
1972,March,1,Wednesday,ABC,1,19,721
1972,March,1,Wednesday,ABC,2,16,721
1972,March,1,Wednesday,CBS,1,2,721
1972,March,1,Wednesday,CBS,2,2,721
1972,March,1,Wednesday,NBC,1,19,721
1972,March,1,Wednesday,NBC,2,19,721
1972,March,2,Thursday,ABC,1,26,721
1972,March,2,Thursday,ABC,2,15,721
1972,March,2,Thursday,CBS,1,12,721
1972,March,2,Thursday,CBS,2,3,721
1972,March,2,Thursday,NBC,1,12,721
1972,March,2,Thursday,NBC,2,31,721
1972,March,3,Friday,ABC,1,1,721
1972,March,3,Friday,ABC,2,1,721
1972,March,3,Friday,CBS,1,15,721
1972,March,3,Friday,CBS,2,5,721
1972,March,3,Friday,NBC,1,12,721
1972,March,3,Friday,NBC,2,5,721
1972,March,6,Monday,ABC,1,15,721
1972,March,6,Monday,ABC,2,2,721
1972,March,6,Monday,CBS,1,12,721
1972,March,6,Monday,CBS,2,31,721
1972,March,6,Monday,NBC,1,12,721
1972,March,6,Monday,NBC,2,31,721
1972,March,7,Tuesday,ABC,1,15,721
1972,March,7,Tuesday,ABC,2,15,721
1972,March,7,Tuesday,CBS,1,31,721
1972,March,7,Tuesday,CBS,2,12,721
1972,March,7,Tuesday,NBC,1,31,721
1972,March,7,Tuesday,NBC,2,31,721
1972,March,8,Wednesday,ABC,1,10,721
1972,March,8,Wednesday,ABC,2,19,721
1972,March,8,Wednesday,CBS,1,12,721
1972,March,8,Wednesday,CBS,2,10,721
1972,March,8,Wednesday,NBC,1,12,721
1972,March,8,Wednesday,NBC,2,31,721
1972,March,9,Thursday,ABC,1,19,721
1972,March,9,Thursday,ABC,2,19,721
1972,March,9,Thursday,CBS,1,12,721
1972,March,9,Thursday,CBS,2,12,721
1972,March,9,Thursday,NBC,1,12,721
1972,March,9,Thursday,NBC,2,12,721
1972,March,10,Friday,ABC,1,31,721
1972,March,10,Friday,ABC,2,15,721
1972,March,10,Friday,CBS,1,12,721
1972,March,10,Friday,CBS,2,31,721
1972,March,10,Friday,NBC,1,19,721
1972,March,10,Friday,NBC,2,1,721
1972,March,13,Monday,ABC,1,19,721
1972,March,13,Monday,ABC,2,19,721
1972,March,13,Monday,CBS,1,31,721
1972,March,13,Monday,CBS,2,31,721
1972,March,13,Monday,NBC,1,31,721
1972,March,13,Monday,NBC,2,2,721
1972,March,14,Tuesday,ABC,1,15,721
1972,March,14,Tuesday,ABC,2,19,721
1972,March,14,Tuesday,CBS,1,31,721
1972,March,14,Tuesday,CBS,2,12,721
1972,March,14,Tuesday,NBC,1,31,721
1972,March,14,Tuesday,NBC,2,31,721
1972,March,15,Wednesday,ABC,1,31,721
1972,March,15,Wednesday,ABC,2,31,721
1972,March,15,Wednesday,CBS,1,31,721
1972,March,15,Wednesday,CBS,2,31,721
1972,March,15,Wednesday,NBC,1,19,721
1972,March,15,Wednesday,NBC,2,31,721
1972,March,16,Thursday,ABC,1,19,721
1972,March,16,Thursday,ABC,2,2,721
1972,March,16,Thursday,CBS,1,2,721
1972,March,16,Thursday,CBS,2,19,721
1972,March,16,Thursday,NBC,1,5,721
1972,March,16,Thursday,NBC,2,19,721
1972,March,17,Friday,ABC,1,2,721
1972,March,17,Friday,ABC,2,6,721
1972,March,17,Friday,CBS,1,12,721
1972,March,17,Friday,CBS,2,2,721
1972,March,17,Friday,NBC,1,12,721
1972,March,17,Friday,NBC,2,2,721
1972,March,20,Monday,ABC,1,19,721
1972,March,20,Monday,ABC,2,2,721
1972,March,20,Monday,CBS,1,31,721
1972,March,20,Monday,CBS,2,12,721
1972,March,20,Monday,NBC,1,19,721
1972,March,20,Monday,NBC,2,12,721
1972,March,21,Tuesday,ABC,1,31,721
1972,March,21,Tuesday,ABC,2,31,721
1972,March,21,Tuesday,CBS,1,5,721
1972,March,21,Tuesday,CBS,2,4,721
1972,March,21,Tuesday,NBC,1,31,721
1972,March,21,Tuesday,NBC,2,31,721
1972,March,22,Wednesday,ABC,1,5,721
1972,March,22,Wednesday,ABC,2,12,721
1972,March,22,Wednesday,CBS,1,5,721
1972,March,22,Wednesday,CBS,2,12,721
1972,March,22,Wednesday,NBC,1,5,721
1972,March,22,Wednesday,NBC,2,12,721
1972,March,23,Thursday,ABC,1,5,721
1972,March,23,Thursday,ABC,2,1,721
1972,March,23,Thursday,CBS,1,1,721
1972,March,23,Thursday,CBS,2,5,721
1972,March,23,Thursday,NBC,1,19,721
1972,March,23,Thursday,NBC,2,19,721
1972,March,24,Friday,ABC,1,20,721
1972,March,24,Friday,ABC,2,12,721
1972,March,24,Friday,CBS,1,19,721
1972,March,24,Friday,CBS,2,20,721
1972,March,24,Friday,NBC,1,19,721
1972,March,24,Friday,NBC,2,20,721
1972,March,27,Monday,ABC,1,12,721
1972,March,27,Monday,ABC,2,12,721
1972,March,27,Monday,CBS,1,19,721
1972,March,27,Monday,CBS,2,12,721
1972,March,27,Monday,NBC,1,12,721
1972,March,27,Monday,NBC,2,12,721
1972,March,28,Tuesday,ABC,1,19,721
1972,March,28,Tuesday,ABC,2,12,721
1972,March,28,Tuesday,CBS,1,19,721
1972,March,28,Tuesday,CBS,2,19,721
1972,March,28,Tuesday,NBC,1,19,721
1972,March,28,Tuesday,NBC,2,19,721
1972,March,29,Wednesday,ABC,1,1,721
